Reagents,Reactant InChI,Product InChI,
NaBH4,"InChI=1S/C10H21N/c1-2-3-4-5-6-7-8-9-10-11/h10-11H,2-9H2,1H3","InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3","NaBH4%InChI=1S/C10H21N/c1-2-3-4-5-6-7-8-9-10-11/h10-11H,2-9H2,1H3%InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3"
Na2Cr2O7 | H2SO4,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","Na2Cr2O7 | H2SO4%InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"
Na2Cr2O7 | H2SO4,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","Na2Cr2O7 | H2SO4%InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
Na2Cr2O7 | H2SO4,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","Na2Cr2O7 | H2SO4%InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
Na2Cr2O7 | H2SO4,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","Na2Cr2O7 | H2SO4%InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
Na2Cr2O7 | H2SO4,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","Na2Cr2O7 | H2SO4%InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
Na2Cr2O7 | H2SO4,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","Na2Cr2O7 | H2SO4%InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"
Na2Cr2O7 | H2SO4,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","Na2Cr2O7 | H2SO4%InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
Na2Cr2O7 | H2SO4,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3","InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","Na2Cr2O7 | H2SO4%InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)"
Na2Cr2O7 | H2SO4,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","Na2Cr2O7 | H2SO4%InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"
Na2Cr2O7 | H2SO4,"InChI=1S/C2H4O/c1-2-3/h2H,1H3","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","Na2Cr2O7 | H2SO4%InChI=1S/C2H4O/c1-2-3/h2H,1H3%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"
Na2Cr2O7 | H2SO4,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","Na2Cr2O7 | H2SO4%InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
Na2Cr2O7 | H2SO4,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","Na2Cr2O7 | H2SO4%InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
Na2Cr2O7 | H2SO4,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3","InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","Na2Cr2O7 | H2SO4%InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
Na2Cr2O7 | H2SO4,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","Na2Cr2O7 | H2SO4%InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
Na2Cr2O7 | H2SO4,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3","InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","Na2Cr2O7 | H2SO4%InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"
Na2Cr2O7 | H2SO4,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3","InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","Na2Cr2O7 | H2SO4%InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
Na2Cr2O7 | H2SO4,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3","InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","Na2Cr2O7 | H2SO4%InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)"
Na2Cr2O7 | H2SO4,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3","InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","Na2Cr2O7 | H2SO4%InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"
LiAlH4 | H3O+,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","LiAlH4 | H3O+%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)%InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","LiAlH4 | H3O+%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)%InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","LiAlH4 | H3O+%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)%InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","LiAlH4 | H3O+%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)%InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","LiAlH4 | H3O+%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)%InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","LiAlH4 | H3O+%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)%InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","LiAlH4 | H3O+%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)%InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3","LiAlH4 | H3O+%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)%InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3"
LiAlH4 | H3O+,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","LiAlH4 | H3O+%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)%InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"CH3OH H2SO4 | lose H2O%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)%InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)%InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)%InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)%InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)%InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)%InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)%InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)%InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3"
CH3OH H2SO4 | lose H2O,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3","CH3OH H2SO4 | lose H2O%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)%InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3"
heat and H3O+,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","heat and H3O+%InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"
heat and H3O+,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","heat and H3O+%InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
heat and H3O+,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3","InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","heat and H3O+%InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
heat and H3O+,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3","InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","heat and H3O+%InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
heat and H3O+,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3","InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","heat and H3O+%InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
heat and H3O+,"InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3","InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","heat and H3O+%InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"
heat and H3O+,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3","InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","heat and H3O+%InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
heat and H3O+,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3","InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","heat and H3O+%InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)"
heat and H3O+,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3","InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","heat and H3O+%InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"
"NH3, heat | lose H2O","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)","NH3, heat | lose H2O%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)%InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)"
"NH3, heat | lose H2O","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)","NH3, heat | lose H2O%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)%InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)"
"NH3, heat | lose H2O","InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","NH3, heat | lose H2O%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)%InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)"
"NH3, heat | lose H2O","InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)","NH3, heat | lose H2O%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)%InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)"
"NH3, heat | lose H2O","InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)","NH3, heat | lose H2O%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)%InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)"
"NH3, heat | lose H2O","InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)","NH3, heat | lose H2O%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)%InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)"
"NH3, heat | lose H2O","InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)","NH3, heat | lose H2O%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)%InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)"
"NH3, heat | lose H2O","InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)","NH3, heat | lose H2O%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)%InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)"
"NH3, heat | lose H2O","InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)","NH3, heat | lose H2O%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)%InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)"
H3O+,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","H3O+%InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"
H3O+,"InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","H3O+%InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)%InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
H3O+,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)","H3O+%InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)%InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
H3O+,"InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)","InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","H3O+%InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)%InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
H3O+,"InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)","InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)","H3O+%InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)%InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
H3O+,"InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)","InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)","H3O+%InChI=1S/C7H15NO/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H2,8,9)%InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"
H3O+,"InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)","InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)","H3O+%InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)%InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
H3O+,"InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)","InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)","H3O+%InChI=1S/C9H19NO/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H2,10,11)%InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)"
H3O+,"InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)","InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)","H3O+%InChI=1S/C10H21NO/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H2,11,12)%InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"
SOCl2,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",InChI=1S/C2H3ClO/c1-2(3)4/h1H3,"SOCl2%InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)%InChI=1S/C2H3ClO/c1-2(3)4/h1H3"
